image_name,BoxesString
006429.png,111 86 125 99
003508.png,63 3 76 17
003945.png,100 78 110 88
007083.png,61 105 74 118
004375.png,32 21 50 39
000882.png,113 66 123 76
001292.png,41 98 56 113
000189.png,45 107 57 119
003665.png,45 94 57 107
008244.png,3 104 17 117
009165.png,95 24 110 37
002982.png,26 35 45 53
000811.png,40 69 51 81
009068.png,110 99 126 114
002681.png,14 112 26 124
006197.png,61 71 72 82
009948.png,17 65 29 77;38 75 50 85;0 99 10 109
005017.png,6 83 24 102
005708.png,4 68 16 81
007227.png,2 67 18 83
007963.png,32 101 51 120
005200.png,110 88 126 103
002901.png,97 94 113 110
000512.png,87 80 105 98
005006.png,98 97 112 111
002351.png,70 4 82 16
003240.png,45 59 55 69
005707.png,89 18 110 34
009475.png,85 66 99 80
000745.png,104 110 120 126
002261.png,33 32 45 46
007566.png,111 13 125 30
007425.png,88 67 98 77
008451.png,66 13 78 24
001435.png,3 4 20 17
001961.png,69 48 83 66
003627.png,81 95 96 108
007074.png,56 21 73 34
002205.png,28 51 42 69
003722.png,65 111 76 121
004285.png,96 68 115 85
004649.png,111 105 125 126
002266.png,30 111 45 125
004585.png,5 95 15 105
006837.png,9 1 25 19
000837.png,99 108 116 123
005926.png,111 60 123 73
007416.png,49 34 61 46
008285.png,72 49 86 63
005686.png,18 3 32 17
006882.png,2 12 18 29
008911.png,112 92 124 104
002147.png,98 22 112 34
007567.png,25 70 38 84
001829.png,110 24 126 40
008295.png,30 52 40 63
005430.png,40 92 56 107
004455.png,8 50 18 61
008716.png,110 29 126 45
000718.png,20 103 32 115
004159.png,21 5 34 17
002043.png,34 23 51 42
001626.png,102 52 113 64
009630.png,41 100 57 116
007370.png,49 62 60 73
005436.png,2 2 18 18
005971.png,69 75 84 90
002991.png,54 55 65 65
000048.png,13 77 31 95
000177.png,54 12 66 23
008630.png,23 98 33 108
004980.png,57 46 70 60
009464.png,109 0 125 20
009372.png,99 80 109 90
008214.png,0 0 20 20
007958.png,99 45 109 56
005816.png,112 86 123 97
007596.png,63 52 77 66
009582.png,35 4 50 16
006916.png,19 62 36 80
006943.png,79 49 96 68
003812.png,90 85 101 96
009288.png,28 34 41 46
007180.png,16 98 29 111
004631.png,33 55 46 66
003808.png,110 109 126 127
002369.png,26 31 37 43
006188.png,92 112 103 123
007745.png,39 41 55 58
004190.png,5 45 16 56
002589.png,44 2 62 18
001939.png,89 4 104 21
000197.png,3 111 17 125
000938.png,4 13 16 25
004220.png,37 104 57 124
001657.png,56 73 69 85
003390.png,92 89 110 107
000843.png,59 35 70 45
006241.png,90 110 105 126
001126.png,62 79 77 91
009502.png,29 56 39 66
003439.png,79 2 94 18
004133.png,48 14 58 24
005258.png,43 76 59 90
004829.png,14 51 30 66
007424.png,56 22 69 35
005593.png,12 91 23 102
009986.png,46 13 56 23;35 28 45 38;46 111 56 121
006979.png,110 101 126 118
001303.png,56 51 74 66
002623.png,7 15 21 27
007154.png,101 76 118 96
000549.png,19 9 32 26
005424.png,109 0 125 20
000489.png,71 6 81 16
007296.png,105 19 117 29
001196.png,81 1 99 19
006976.png,1 11 19 28
005923.png,91 89 101 99
006474.png,80 97 101 119
006435.png,3 72 17 90
000144.png,19 86 36 100
009126.png,70 109 82 120
001375.png,37 28 51 40
008232.png,17 39 30 52
009664.png,104 26 115 36
000574.png,83 44 93 56
003269.png,71 76 83 88
006150.png,63 38 77 51
005651.png,76 5 86 15
004256.png,81 90 100 111
005213.png,81 109 98 127
002672.png,40 61 57 78
006107.png,67 13 86 30
002372.png,4 39 16 52
001180.png,44 3 63 21
005050.png,67 76 80 89
003915.png,59 71 76 88
005034.png,82 51 94 64
008145.png,8 15 21 31
007388.png,86 3 99 17
003835.png,98 80 109 91
007942.png,32 89 42 99
008125.png,94 35 115 56
006592.png,54 94 69 110
002373.png,46 78 62 93
009592.png,37 28 57 47
006413.png,92 109 109 127
000802.png,4 86 16 99
009708.png,5 101 15 112
007362.png,55 101 66 113
005353.png,76 41 93 56
005268.png,50 81 63 95
009924.png,61 67 73 77;3 81 13 91;14 117 24 127
009878.png,18 24 37 39
007792.png,29 30 41 42
003597.png,97 25 114 42
002785.png,72 3 86 17
008251.png,55 28 65 39
002005.png,106 103 118 118
002237.png,7 0 27 20
002567.png,70 0 87 20
007970.png,107 112 119 124
003662.png,7 107 17 117
004733.png,110 101 126 118
006037.png,106 27 116 38
004843.png,54 12 68 28
006921.png,29 36 47 53
003135.png,109 80 123 95
003742.png,21 25 33 40
002427.png,50 64 60 74
004889.png,29 45 42 59
004634.png,112 105 124 117
007463.png,15 62 32 80
002544.png,57 40 69 51
009070.png,113 69 123 82
003791.png,111 48 125 62
005740.png,41 5 58 21
002332.png,3 76 17 89
007046.png,69 35 80 47
008149.png,67 112 80 124
008030.png,3 79 17 96
009763.png,16 32 26 42
005947.png,111 5 125 20
009601.png,5 76 15 87
009900.png,55 30 65 40;17 77 27 87;74 118 84 128
009585.png,5 71 15 82
007521.png,45 2 57 18
003479.png,1 24 19 43
000558.png,4 71 16 85
003089.png,58 12 74 27
003757.png,81 53 93 64
002072.png,40 68 51 80
001880.png,19 22 39 40
001552.png,98 1 117 19
003060.png,63 54 73 64
003329.png,103 5 113 15
003017.png,4 49 16 61
009964.png,17 0 27 9;109 49 121 61;102 115 120 128
008561.png,1 91 19 107
003205.png,102 99 114 109
007107.png,110 1 126 19
002459.png,18 80 28 90
005322.png,92 95 102 106
002835.png,44 105 61 121
009071.png,111 3 125 17
005031.png,85 79 102 93
001691.png,96 40 112 57
008061.png,112 39 124 51
008081.png,102 28 114 39
000373.png,26 66 44 85
005637.png,92 58 105 71
003772.png,33 60 43 70
001511.png,80 112 95 124
002737.png,4 46 16 59
004972.png,106 49 123 70
009865.png,33 24 49 39
004367.png,39 11 58 27
009509.png,54 57 68 69
004239.png,99 87 121 109
006899.png,4 52 16 64
000518.png,55 80 72 96
000738.png,34 3 47 17
007586.png,98 26 113 41
006186.png,3 106 17 125
003314.png,88 30 98 41
005114.png,19 101 34 115
008276.png,75 14 87 25
001088.png,9 46 24 62
006360.png,97 38 110 50
004989.png,35 64 50 83
000342.png,70 65 80 75
001315.png,112 36 124 49
005684.png,106 72 120 86
005201.png,97 110 111 126
006797.png,69 19 84 34
005705.png,77 38 89 49
008886.png,108 62 122 76
005597.png,110 15 122 25
001724.png,81 110 94 126
006618.png,25 109 39 124
006628.png,73 98 83 108
009088.png,52 17 69 33
000428.png,112 38 124 49
009365.png,38 51 50 63
003813.png,70 64 80 74
003512.png,91 108 103 123
001409.png,106 51 124 68
009321.png,70 5 80 15
001671.png,16 73 27 84
003427.png,23 50 39 65
005394.png,76 109 91 121
003957.png,2 93 18 108
006682.png,76 61 95 79
006347.png,40 4 52 16
006400.png,28 83 39 93
007559.png,62 3 74 17
007701.png,3 4 17 16
004785.png,96 41 106 51
005812.png,90 99 103 113
005238.png,10 34 28 53
002916.png,109 74 127 90
009654.png,104 41 120 56
006196.png,72 1 93 19
006279.png,77 78 87 90
005901.png,83 106 98 125
000495.png,23 96 36 110
002755.png,26 113 36 123
009389.png,31 43 41 54
009939.png,6 44 16 54;66 102 78 114;11 120 21 128
004743.png,24 29 42 48
003137.png,39 88 53 102
006717.png,102 33 114 45
008717.png,5 7 16 17
000801.png,2 87 18 102
002748.png,102 95 121 112
003145.png,12 30 28 46
008419.png,76 78 89 91
002082.png,73 33 83 43
004025.png,38 81 49 92
008634.png,108 32 125 46
009641.png,64 6 76 20
005685.png,15 65 25 76
009379.png,16 27 33 41
007106.png,92 44 105 58
000150.png,4 89 16 101
001328.png,87 90 102 103
000345.png,33 4 48 20
002622.png,105 107 122 124
006154.png,101 91 118 106
005761.png,109 109 127 127
000612.png,90 13 105 29
002381.png,20 4 34 16
002335.png,6 93 18 108
004725.png,51 83 63 95
000180.png,105 26 120 41
002308.png,85 57 102 71
006209.png,93 28 109 43
004131.png,49 56 69 75
005616.png,3 62 17 74
008663.png,12 70 29 88
001103.png,29 93 48 111
001940.png,111 3 124 17
002919.png,107 77 121 91
005630.png,89 5 99 15
003083.png,82 62 98 79
005058.png,98 61 108 71
002159.png,98 93 116 110
005598.png,56 25 68 36
008161.png,30 97 45 111
009767.png,96 51 109 63
002304.png,86 79 97 90
008042.png,5 20 15 32
008124.png,111 74 121 84
000314.png,105 76 119 92
004054.png,59 75 69 85
008328.png,106 47 122 62
007279.png,110 71 120 81
008227.png,82 45 94 57
008043.png,11 71 25 85
004652.png,3 110 21 126;2 111 14 123
008727.png,44 4 56 16
003581.png,80 12 99 32
000772.png,12 49 24 63
008132.png,52 111 66 125
000252.png,60 3 75 17
002905.png,31 110 48 126
001282.png,95 32 105 43
008456.png,91 77 108 94
001295.png,113 5 123 15
008858.png,41 104 51 114
005757.png,68 77 86 95
002485.png,4 66 16 81
008207.png,35 69 45 79
007789.png,113 9 123 19
001110.png,46 66 60 80
007718.png,61 77 81 92
006345.png,3 111 17 125
006809.png,109 80 127 96
004685.png,108 103 128 123
002260.png,21 39 32 51
009272.png,74 101 86 113
009135.png,21 94 32 107
000304.png,5 26 15 36
009940.png,46 63 58 75;42 84 56 98;111 97 121 107
006847.png,110 72 120 82
002340.png,5 23 15 33
001972.png,94 5 104 15
001186.png,69 56 82 71
002965.png,112 39 122 50
005884.png,80 6 92 19
000057.png,49 20 66 38
000012.png,80 89 94 104
002272.png,5 39 15 49
002678.png,29 68 41 80
002803.png,82 61 94 73
002098.png,92 78 106 94
006387.png,102 96 113 106
001455.png,108 39 123 54
004112.png,73 4 85 16
001024.png,3 73 17 88
007339.png,52 62 65 77
008532.png,110 49 126 64
003976.png,54 57 69 70
000834.png,69 72 84 89
004915.png,98 113 108 123
001920.png,4 112 16 124
003457.png,90 39 103 52
004662.png,70 5 81 15
002338.png,13 7 26 18
006246.png,8 83 18 95
004592.png,95 42 110 55
006896.png,4 33 21 50
009866.png,111 41 125 54
003855.png,6 110 21 126
007021.png,38 74 56 89
009246.png,95 112 109 124
000436.png,48 70 60 82
007825.png,20 36 37 52
008848.png,75 59 85 69
000509.png,80 3 96 17
002034.png,111 81 125 95
002395.png,77 23 96 42
007682.png,23 59 36 70
004613.png,112 56 124 70
005343.png,25 60 41 74
007231.png,26 11 41 23
000282.png,43 6 59 19
009128.png,76 78 90 92
006583.png,5 25 20 40
001344.png,87 20 107 41
005985.png,56 3 69 17
004708.png,29 77 43 92
009351.png,59 12 75 29
002524.png,86 11 104 26
007919.png,24 42 40 58
008763.png,52 52 69 67
006056.png,37 78 50 91
004040.png,84 70 99 89
001622.png,70 25 83 38
000966.png,72 2 85 18
001683.png,55 99 71 115
000222.png,75 56 86 67
001860.png,59 76 75 93
000471.png,19 4 34 16
004818.png,77 111 91 125
004101.png,15 78 32 94
003850.png,22 102 36 116
000077.png,13 60 23 70
001824.png,59 38 72 53
006218.png,69 31 80 42
005922.png,60 109 72 123
001884.png,79 106 92 120
009483.png,3 71 17 87
005726.png,40 57 52 68
009514.png,111 9 121 19
000259.png,39 64 54 78
008229.png,110 78 126 94
008632.png,47 8 63 23
006048.png,75 15 89 26
004186.png,110 12 126 26
002208.png,16 92 27 102
003393.png,11 93 24 106
004060.png,53 5 63 15
006238.png,4 28 16 41
008756.png,35 111 50 125
003622.png,92 110 107 126
002440.png,83 3 96 17
002225.png,31 92 42 103
009891.png,61 108 71 118
009134.png,57 75 72 91
007332.png,23 43 41 60
002367.png,42 74 63 96
002462.png,111 20 121 31
008625.png,27 28 41 41
000284.png,103 15 119 30
005978.png,30 112 43 123
002979.png,12 24 26 37
003727.png,64 97 78 110
007371.png,23 111 34 124
008956.png,112 65 124 76
002068.png,93 84 107 99
000538.png,112 23 124 33
003150.png,82 5 92 15
005882.png,72 74 85 88
005527.png,9 110 27 126
008175.png,26 31 40 47
008310.png,78 100 95 117
007826.png,46 4 59 16
002550.png,83 88 100 108
009469.png,92 30 108 45
004960.png,49 78 59 88
006671.png,49 108 62 121
008704.png,67 53 82 68
004458.png,26 5 36 15
003487.png,54 104 70 121
007084.png,78 74 94 89
004424.png,107 21 119 32
003128.png,93 67 105 79
009258.png,105 64 123 81
002006.png,3 6 17 23
009062.png,67 34 78 45
008325.png,111 68 125 82
003044.png,16 60 29 72
003071.png,35 4 47 16
007288.png,100 17 117 34
000255.png,70 64 83 78
005308.png,13 102 25 115
000492.png,9 9 21 23
002507.png,39 84 51 95
003730.png,101 35 117 51
006425.png,54 111 66 125
004640.png,105 4 115 16
000983.png,91 28 104 42
005467.png,99 82 114 96
000675.png,94 47 111 61
000382.png,113 5 123 15
008853.png,102 81 119 99
002542.png,112 104 124 117
001181.png,34 53 44 63
008126.png,4 5 16 15
000209.png,56 34 72 50
003724.png,107 96 117 107
008571.png,51 107 63 119
000680.png,108 91 128 106
008108.png,2 63 18 78
009041.png,65 77 75 88
006343.png,86 81 105 99
002588.png,5 5 17 18
005619.png,98 4 112 21
000168.png,90 1 108 19
001779.png,54 18 73 39
009270.png,105 107 117 119
003488.png,57 40 67 51
000322.png,48 13 63 31
002255.png,81 79 100 101
002574.png,2 106 18 122
003839.png,24 112 34 124
004260.png,113 53 123 63
001142.png,97 68 109 81
001334.png,26 91 36 101
007297.png,15 71 35 90
000598.png,99 73 115 91
004263.png,4 54 16 65
009203.png,112 95 124 107
002789.png,28 61 41 77
000412.png,16 15 27 27
007345.png,38 112 49 123
009218.png,110 52 126 68
007725.png,108 44 119 55
004416.png,4 12 16 24
007823.png,6 3 28 25
008162.png,48 32 60 43
004198.png,73 105 83 115
005335.png,0 96 20 114
008247.png,74 20 86 32
008856.png,75 14 87 25
002841.png,4 76 16 88
006079.png,110 8 126 26
004669.png,112 92 124 103
006484.png,112 80 124 93
001002.png,103 94 119 107
001414.png,74 29 90 42
006163.png,5 98 15 109
002061.png,19 75 36 92
007314.png,67 94 88 116
002675.png,38 102 51 115
009863.png,66 71 77 83
000760.png,53 95 68 112
003682.png,95 27 115 42
000019.png,26 90 38 103
005240.png,105 29 116 40
008586.png,109 102 119 112
007222.png,97 46 107 56
004870.png,71 30 81 41
009204.png,83 88 96 99
003172.png,28 47 47 66
006298.png,50 71 61 82
008821.png,102 94 114 106
005955.png,28 56 39 68
004136.png,39 3 53 17
003472.png,111 111 125 125
001881.png,40 94 52 106
002833.png,22 5 36 19
003914.png,40 90 51 100
004468.png,4 48 16 61
008433.png,67 3 85 24
001188.png,61 41 77 60
005729.png,19 63 30 75
001459.png,22 98 39 117
000689.png,53 52 64 63
003836.png,97 17 112 32
007769.png,94 45 104 56
008850.png,68 2 83 18
000457.png,109 77 127 96
001178.png,112 112 124 124
005093.png,90 86 100 96
000659.png,21 2 36 18
007419.png,84 67 97 83
000113.png,21 4 34 16
001493.png,66 110 78 121
005996.png,96 10 112 25
008140.png,22 102 40 116
003458.png,73 18 88 33
003738.png,51 35 66 51
005368.png,50 4 63 16
003998.png,5 31 15 41
003229.png,48 69 63 81
000881.png,103 109 118 122
002026.png,100 93 110 104
001191.png,3 3 19 19
006323.png,17 83 28 93
001573.png,94 18 107 31
007590.png,4 13 16 26
004011.png,3 83 17 99
009387.png,4 41 16 53
007865.png,109 83 127 98
001337.png,95 73 115 89
008818.png,27 74 42 92
003474.png,58 44 74 61
003498.png,31 51 48 67
006968.png,7 35 17 45
007915.png,93 12 103 22
006688.png,13 105 23 115
006715.png,92 32 103 43
002795.png,21 31 35 44
009500.png,3 65 17 78
006890.png,40 3 52 17
004697.png,45 93 59 111
004306.png,111 48 125 62
004143.png,96 37 107 50
007976.png,108 3 122 17
008056.png,48 64 68 81
004515.png,43 23 54 34
007516.png,73 11 84 21
008463.png,71 47 82 59
007422.png,108 23 122 38
005316.png,85 33 95 43
009081.png,68 102 78 113
009433.png,43 84 53 95
009976.png,74 5 84 15;2 87 12 97;15 102 25 112
000015.png,4 26 16 37
001454.png,3 38 17 53
004155.png,2 15 18 28
004127.png,72 5 84 15
003853.png,12 66 23 76
006235.png,64 81 77 94
001194.png,40 92 61 114
000888.png,112 102 122 113
009458.png,95 37 117 58
006769.png,31 80 42 91
007242.png,49 37 61 50
003021.png,13 112 25 124
004077.png,48 60 59 71
000456.png,102 103 115 115
002017.png,24 2 44 18
007813.png,55 96 68 110
003993.png,96 6 112 21
001155.png,103 82 124 101
006623.png,22 55 38 72
002410.png,47 80 63 97
004223.png,3 21 17 40
005636.png,102 89 115 102
000243.png,57 53 68 65
002298.png,12 59 23 70
007643.png,7 48 20 62
003845.png,113 54 123 65
001681.png,8 21 20 32
000603.png,2 87 18 104
009390.png,86 97 102 111
000742.png,109 109 127 127
007000.png,60 113 70 123
001630.png,99 108 112 122
009571.png,3 66 17 81
005471.png,3 5 17 22
003614.png,56 57 70 71
008256.png,82 14 99 31
009898.png,95 11 112 28
001512.png,28 49 39 60
003144.png,108 104 118 114
000972.png,4 87 15 98
006720.png,4 40 16 52
006148.png,27 71 38 83
000914.png,102 92 121 111
005944.png,83 22 95 33
001560.png,77 8 89 19
005421.png,112 38 124 48
006570.png,57 36 69 49
005283.png,109 93 127 110
008893.png,98 43 114 60
005969.png,31 52 46 67
006755.png,1 59 21 73
009701.png,29 107 41 119
001624.png,86 65 100 78
001341.png,7 13 21 30
007582.png,19 64 30 76
002339.png,50 32 62 45
000632.png,17 4 29 16
001895.png,17 104 33 120
003016.png,5 113 15 123
003397.png,41 64 55 81
008988.png,101 35 120 53
001791.png,43 25 65 41
008574.png,96 79 106 89
007890.png,88 21 101 34
009929.png,35 38 53 56;24 43 34 55;102 62 118 72
000009.png,57 38 68 52
009981.png,9 49 21 61;105 74 119 84;3 105 15 115
007024.png,10 110 25 126
003984.png,26 46 41 61
005974.png,97 60 119 81
006049.png,24 113 34 123
002360.png,2 110 18 126
008581.png,23 68 38 84
008767.png,5 106 15 118
001519.png,48 32 59 43
000741.png,81 47 99 65
007512.png,79 44 93 62
004947.png,61 39 72 49
001551.png,82 22 94 34
008710.png,26 12 45 32
005566.png,111 5 124 18
009209.png,17 14 33 32
007610.png,111 106 124 120
000074.png,7 72 20 85
002980.png,78 58 89 69
004446.png,32 111 50 125
009642.png,27 95 40 108
003950.png,103 43 116 56
003760.png,66 64 76 74
004644.png,92 92 105 104
006286.png,72 61 91 75
000849.png,104 87 119 106
005782.png,88 83 102 96
007183.png,1 86 19 102
004908.png,102 87 112 97
008048.png,88 108 107 128
008933.png,95 110 112 126
008637.png,80 27 94 40
009012.png,25 31 41 45
003228.png,8 65 19 76
001909.png,104 41 115 52
007974.png,88 78 101 90
005354.png,83 16 99 35
004130.png,98 91 108 102
008833.png,74 90 86 102
001765.png,96 15 110 29
006215.png,97 75 110 88
003092.png,3 25 17 40
005210.png,30 24 45 38
003358.png,8 4 23 16
001621.png,18 95 33 108
005520.png,73 21 93 39
001482.png,109 57 122 70
002364.png,26 65 41 80
005466.png,111 4 124 17
008428.png,94 5 114 24
004368.png,102 3 115 17
005274.png,30 90 42 103
003526.png,61 79 76 94
001847.png,11 112 24 124
006499.png,3 3 18 23
008096.png,42 64 57 77
004714.png,52 56 62 67
001994.png,3 29 21 48
002756.png,111 2 125 18
003743.png,84 58 94 70
002967.png,96 28 110 47
007529.png,106 53 122 69
007658.png,96 28 115 48
006926.png,15 99 25 109
001359.png,111 110 125 124
005073.png,4 42 16 53
009786.png,66 44 79 56
008587.png,70 23 83 37
008971.png,32 111 46 125
003203.png,6 103 17 114
004688.png,54 6 66 17
001371.png,25 18 43 35
003008.png,110 49 126 67
006330.png,77 79 91 93
008606.png,5 2 20 18
008331.png,80 2 95 18
003554.png,55 56 69 70
000035.png,112 105 124 119
000863.png,24 69 36 82
005376.png,4 55 16 66
001209.png,77 31 93 49
008156.png,105 22 127 44
000858.png,31 45 48 61
009164.png,111 42 125 56
008636.png,9 28 26 43
004249.png,11 17 28 35
000490.png,21 79 37 96
000190.png,41 5 53 19
003857.png,26 71 41 85
007842.png,112 11 124 22
001463.png,4 60 16 71
008895.png,100 4 113 17
000767.png,103 26 116 41
007838.png,20 72 35 86
009932.png,98 0 114 15;93 75 107 89;14 93 24 103
001590.png,15 11 30 25
009825.png,9 15 22 26
007982.png,92 111 105 125
003876.png,112 37 124 48
009169.png,72 69 84 80
005232.png,85 103 102 118
001067.png,53 13 64 24
000091.png,55 73 67 88
002596.png,54 50 67 65
003084.png,45 9 65 24
000614.png,87 109 103 125
002503.png,49 56 66 73
000807.png,60 7 75 20
007039.png,27 103 45 118
007711.png,28 4 40 16
000333.png,6 53 18 66
000688.png,4 21 16 37
003222.png,7 65 20 78
001820.png,112 37 124 49
009695.png,56 110 69 126
003574.png,21 96 31 107
000110.png,107 15 118 27
004158.png,5 75 23 90
009919.png,34 43 50 53;96 61 106 73;0 95 12 113
007440.png,37 42 48 52
005148.png,66 113 76 123
000086.png,20 80 35 95
006327.png,49 61 67 79
003814.png,46 109 57 121
000665.png,113 62 123 72
000681.png,57 70 75 89
000502.png,5 55 15 65
007020.png,83 65 98 79
005209.png,11 3 25 17
004211.png,75 67 86 78
001696.png,37 112 49 124
000247.png,100 52 118 69
005698.png,11 40 30 55
002307.png,94 89 105 100
004441.png,82 112 95 124
009280.png,88 27 107 46
007229.png,28 69 41 82
001740.png,62 79 80 93
001012.png,11 56 22 67
006002.png,67 48 85 68
008948.png,104 74 114 85
009454.png,18 111 36 125
007301.png,3 111 17 125
004396.png,113 67 123 78
000752.png,4 103 16 114
007812.png,87 76 102 92
004002.png,113 97 123 109
006216.png,84 65 100 80
003476.png,92 94 105 106
001214.png,56 113 66 123
002821.png,60 41 73 58
005632.png,11 107 27 124
006595.png,55 92 73 110
009752.png,22 109 35 123
007724.png,47 54 62 69
004528.png,3 94 18 111
001134.png,10 59 22 72
006781.png,107 54 120 66
000401.png,20 22 35 35
000774.png,21 0 41 20
000627.png,113 76 123 86
008371.png,91 33 109 49
005134.png,87 9 99 19
005351.png,69 81 79 92
001789.png,90 89 101 100
003317.png,55 97 65 108
004569.png,59 62 71 73
005102.png,72 79 84 91
008432.png,28 88 42 102
000853.png,3 0 17 20
004018.png,6 67 19 79
009232.png,1 75 19 93
005121.png,13 97 27 113
004653.png,42 110 59 126
003018.png,105 86 125 105
008870.png,26 99 43 115
004820.png,15 62 29 74
007341.png,37 25 50 38
009370.png,40 76 56 90
000154.png,71 43 84 57
002028.png,51 79 62 91
000187.png,74 30 87 43
003642.png,4 12 16 24
009969.png,96 66 106 78;93 82 103 94;48 103 58 113
004736.png,81 56 101 77
007285.png,104 2 122 20
008910.png,95 71 109 86
001864.png,87 23 98 34
005057.png,45 31 59 48
000780.png,61 10 77 25
006855.png,76 47 88 59
000784.png,15 2 31 18
007040.png,112 70 124 83
001801.png,46 91 63 107
006528.png,4 12 16 24
004984.png,31 13 49 31
001423.png,100 12 115 26
004116.png,60 8 78 24
004281.png,11 45 25 59
007380.png,4 38 16 50
008662.png,108 29 118 39
005998.png,48 71 59 83
000744.png,50 105 66 122
003736.png,99 72 111 83
002778.png,55 111 70 125
002782.png,110 18 124 32
007901.png,80 104 94 117
006636.png,113 5 123 15
007615.png,72 50 83 61
005603.png,92 111 105 125
002487.png,4 7 16 20
007042.png,111 27 123 38
008345.png,85 91 95 101
006760.png,94 46 110 62
001364.png,8 47 23 62
004345.png,16 90 26 100
002049.png,74 111 90 125
008376.png,23 94 35 106
004932.png,113 98 123 108
007206.png,83 98 98 113
007601.png,102 99 112 109
000568.png,27 37 46 52
009971.png,2 35 14 47;121 39 128 49;4 48 20 62
007269.png,61 95 77 109
004308.png,64 59 79 75
001424.png,75 110 89 126
001628.png,19 19 31 31
005175.png,80 48 95 62
004180.png,109 46 127 62
006383.png,79 80 90 91
004792.png,5 113 15 123
008539.png,37 84 47 94
009099.png,54 62 69 77
009765.png,8 110 28 126
007035.png,96 95 107 107
002837.png,31 104 46 117
001122.png,68 59 83 77
007947.png,3 99 19 115
008714.png,16 3 30 17
008593.png,28 86 39 97
003660.png,98 24 117 40
004763.png,63 108 78 121
004877.png,76 13 89 27
005916.png,89 102 99 112
001882.png,70 44 85 57
006580.png,88 99 102 112
001032.png,94 4 107 16
007142.png,17 69 28 81
004049.png,51 30 61 40
006417.png,5 41 15 52
002769.png,54 84 68 97
004987.png,87 56 103 74
006078.png,16 32 31 48
000087.png,96 4 109 16
005524.png,2 67 20 85
006036.png,97 16 111 29
008721.png,101 87 114 98
003795.png,111 110 125 124
002745.png,91 103 111 120
007444.png,68 111 79 123
003475.png,80 50 91 63
000729.png,95 10 111 32
009513.png,66 93 81 112
001079.png,47 110 64 126
008705.png,82 35 97 49
006466.png,3 34 21 47
007252.png,62 33 79 49
000117.png,63 82 74 93
005292.png,3 35 17 50
007087.png,108 2 128 18
000800.png,19 24 32 36
005151.png,113 47 123 58
000522.png,104 2 120 18
001506.png,113 37 123 47
009437.png,30 17 44 33
008755.png,99 68 112 84
002320.png,3 20 18 36
006293.png,16 26 33 43
001645.png,13 4 24 16
009097.png,48 41 61 57
007353.png,24 9 36 21
000090.png,57 43 69 54
002754.png,93 62 103 72
000962.png,80 86 95 101
002735.png,91 32 112 49
008913.png,7 102 27 118;6 103 17 114
004331.png,26 5 43 23
004153.png,70 107 83 120
008762.png,49 61 62 73
001353.png,42 75 56 88
000981.png,7 81 18 92
008190.png,94 62 106 75
007753.png,6 82 18 94
006283.png,42 72 56 89
007939.png,48 9 66 27
004187.png,82 5 92 15
001467.png,81 109 94 125
000710.png,52 76 69 89
005231.png,86 3 102 17
006174.png,96 21 110 35
003591.png,2 70 18 85
007413.png,91 46 110 60
007259.png,113 79 123 89
007924.png,107 100 120 114
009887.png,30 81 45 98
008034.png,56 111 67 123
008134.png,47 85 63 101
003878.png,38 34 51 48
007542.png,108 81 119 92
000046.png,113 58 123 68
009674.png,39 49 55 65
004784.png,41 67 54 81
006229.png,110 95 121 107
001129.png,11 108 23 118
002138.png,59 74 73 91
006312.png,110 2 126 18
002944.png,108 77 127 98
002618.png,91 89 107 104
005457.png,2 103 18 118
007029.png,108 40 128 61
007780.png,30 84 42 95
009266.png,88 12 107 31
006684.png,103 59 117 71
009334.png,2 106 18 122
007458.png,45 5 55 15
007325.png,29 26 44 45
007664.png,95 108 113 126
004996.png,110 50 126 65
007844.png,83 92 101 107
003301.png,47 53 64 70
005111.png,41 22 55 35
005586.png,55 82 70 96
006272.png,54 62 68 79
007709.png,4 92 16 104
000440.png,106 52 122 69
006250.png,76 19 91 34
008694.png,10 111 25 125
005981.png,53 63 70 81
008706.png,45 47 55 58
004124.png,43 87 54 98
001204.png,36 83 51 96
008713.png,31 58 45 72
001206.png,60 111 73 125
000256.png,39 4 51 17
004603.png,27 33 38 43
003204.png,0 82 21 102
008699.png,22 42 34 55
001390.png,87 3 100 17
004678.png,20 111 31 122
009077.png,105 36 126 55
000386.png,110 3 126 17
009132.png,35 87 47 100
008083.png,32 0 48 20
008160.png,9 87 24 100
001040.png,73 81 85 95
005425.png,85 40 104 54
000618.png,7 2 21 18
009904.png,17 0 31 9;97 6 109 18;118 44 128 60
006719.png,63 43 83 61
001974.png,31 31 41 42
004605.png,61 11 74 23
007267.png,104 7 115 19
003921.png,92 1 107 19
004404.png,15 112 26 123
002283.png,18 97 32 115
009723.png,90 104 102 117
002193.png,96 101 113 114
008603.png,102 8 112 18
007548.png,58 44 73 62
003632.png,101 36 113 46
005677.png,71 75 81 85
006024.png,102 48 118 64
009570.png,62 47 76 59
009529.png,2 78 18 93
006043.png,91 43 106 61
001475.png,68 1 85 19
002216.png,37 24 51 39
000228.png,29 108 44 120
007878.png,0 0 20 20
006086.png,92 95 108 111
001147.png,70 15 85 31
000309.png,77 16 88 27
007951.png,99 86 114 101
002586.png,35 11 48 23
005587.png,77 21 93 36
000221.png,65 32 78 46
009281.png,3 10 17 23
001235.png,111 112 125 124
004565.png,82 60 94 72
